instance_id,coverage_group,family,n,seed,i,j,w
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,9,3
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,8,7
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,3,5
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,6,9,4
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,3,5,2
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,1,4,2
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,2,7,8
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,5,9,2
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,1,9,1
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,2,5,9
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,3,7,8
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,5,7,8
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,2,4,1
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,2,2
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,4,8,5
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,2,3,4
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,1,8,9
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,4,5,9
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,3,4,1
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,3,6,4
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,2,9,5
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,4,1
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,1,5,4
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,2,6,9
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,3,5,6
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,6,7,6
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,8,9,8
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,4,5,9
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,3,7,9
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,5,9,1
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,7,9,1
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,8,2
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,9,6
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,1,7,7
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,4,9
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,5,6,6
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,1,4,4
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,3,8,5
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,2,7,9
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,4,6,1
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,1,3
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,3,2
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,6,9,4
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,3,6,2
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,4,7,1
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,2,8,7
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,1,6,8
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,5,7
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,2,4,4
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,2,9,8
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,6,8,7
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,0,6,5
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,5,8,6
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,4,8,9
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,3,4,4
n10_d75_s42,random_seed_expansion,random_fixed_density,10,42,1,9,3
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,4,5,5
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,0,5,2
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,2,4,1
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,0,2,1
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,1,6,6
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,5,8,9
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,6,8,4
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,1,7,3
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,1,3,8
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,4,7,3
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,2,9,8
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,6,9,7
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,8,9,2
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,0,1,7
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,3,8,5
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,3,9,3
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,4,9,8
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,1,4,6
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,5,7,7
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,0,4,1
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,3,7,7
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,2,3,7
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,7,8,3
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,4,6,1
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,0,9,3
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,0,3,6
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,5,6,9
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,1,9,6
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,3,4,9
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,1,2,4
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,2,7,4
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,4,8,8
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,2,5,1
n10_d75_s73,random_seed_expansion,random_fixed_density,10,73,2,8,1
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,5,8,3
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,4,6
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,1,2,1
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,5,7,3
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,4,9,2
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,3,7,3
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,3,6,3
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,1,3,2
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,4,6,3
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,2,8,5
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,8,9,4
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,3,4,4
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,3,8,1
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,2,7,1
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,1,4
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,1,4,6
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,1,7,5
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,5,6,8
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,1,5,2
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,6,9,4
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,3,8
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,4,8,5
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,7,8
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,2,6,3
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,2,3,6
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,6,5
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,8,8
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,9,4
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,5,7
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,1,8,6
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,5,9,2
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,2,5,7
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,0,2,8
n10_d75_s101,random_seed_expansion,random_fixed_density,10,101,3,9,4
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,3,7,4
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,8,4
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,2,1
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,8,9
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,6,5
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,4,7,5
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,4,6,1
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,1,8,4
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,7,9,8
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,5,3
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,5,7,2
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,1,2
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,4,5,2
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,1,6,3
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,7,9
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,9,1
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,3,4
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,1,5,8
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,3,2
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,5,9,4
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,4,9,3
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,1,4,3
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,5,2
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,0,6,5
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,5,8,8
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,5,6,6
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,4,6
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,6,8,6
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,7,8,1
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,3,6,8
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,4,8,5
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,3,9,2
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,1,9,9
n10_d75_s211,random_seed_expansion,random_fixed_density,10,211,2,9,8
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,8,11,9
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,3,4,2
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,2,11,1
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,8,9,9
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,3,7,8
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,4,10,6
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,1,2,2
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,4,5,6
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,7,10,5
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,5,8,6
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,4,8,6
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,1,3,9
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,0,1,4
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,1,10,3
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,3,5,3
n12_d25_s17,random_seed_expansion,random_fixed_density,12,17,3,11,8
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,3,9,1
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,1,3,1
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,2,9,5
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,7,11,7
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,0,4,7
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,5,6,6
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,4,5,5
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,0,9,2
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,1,9,1
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,3,5,8
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,6,10,1
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,6,7,1
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,0,7,3
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,3,8,3
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,5,7,5
n12_d25_s42,random_seed_expansion,random_fixed_density,12,42,10,11,9
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,4,10,2
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,1,3,1
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,0,4,6
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,1,2,2
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,0,7,8
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,8,9,2
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,9,10,3
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,5,10,8
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,1,5,4
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,9,11,9
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,2,8,5
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,7,9,2
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,5,9,6
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,2,11,1
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,1,4,6
n12_d25_s73,random_seed_expansion,random_fixed_density,12,73,5,7,1
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,5,10,3
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,0,2,7
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,3,6,5
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,0,3,8
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,1,7,4
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,8,10,1
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,5,9,6
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,9,10,9
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,6,11,5
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,0,10,4
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,4,6,4
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,1,8,1
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,2,10,9
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,3,4,6
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,5,6,9
n12_d25_s101,random_seed_expansion,random_fixed_density,12,101,4,8,7
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,2,11,5
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,0,2,3
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,1,6,5
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,0,4,5
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,1,7,4
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,3,6,5
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,2,5,8
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,0,6,6
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,3,11,2
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,4,9,9
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,2,9,9
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,0,5,3
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,3,8,5
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,6,9,3
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,5,6,3
n12_d25_s211,random_seed_expansion,random_fixed_density,12,211,7,11,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,6,9,5
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,0,5,9
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,7,5
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,6,7,1
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,3,8,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,1,11,9
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,5,9,4
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,1,7,7
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,3,7,9
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,1,9,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,3,4,8
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,9,7
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,7,8,4
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,4,4
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,11,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,1,5,1
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,4,11,1
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,7,11,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,3,10,7
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,4,6,6
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,1,6,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,1,3,8
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,0,10,6
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,8,7
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,5,8,8
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,10,4
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,3,9,3
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,9,10,1
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,2,3,8
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,0,9,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,3,11,2
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,0,8,8
n12_d50_s17,random_seed_expansion,random_fixed_density,12,17,0,6,6
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,4,10,4
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,4,7,4
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,3,6,6
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,0,10,7
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,0,5,4
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,0,11,2
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,7,11,5
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,3,8,1
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,5,6,3
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,5,11,5
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,3,11,6
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,0,1,2
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,1,7,8
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,6,8,2
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,2,9,8
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,1,8,7
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,3,5,3
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,5,8,7
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,4,5,6
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,7,10,6
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,3,10,9
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,2,5,9
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,1,3,1
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,5,9,8
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,1,5,3
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,3,7,1
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,8,10,7
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,5,7,3
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,6,7,7
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,9,11,3
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,2,3,5
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,4,9,2
n12_d50_s42,random_seed_expansion,random_fixed_density,12,42,6,9,2
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,1,8,8
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,0,6,2
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,0,11,2
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,0,2,5
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,3,5,9
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,3,4,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,10,11,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,8,11,1
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,0,4,9
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,9,10,4
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,7,8,2
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,2,4,5
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,5,10,1
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,1,2,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,7,9,8
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,4,9,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,9,11,8
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,4,5,8
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,2,9,9
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,5,9,9
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,3,9,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,4,10,6
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,3,8,8
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,3,7,4
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,2,8,5
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,6,11,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,8,10,5
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,3,6,8
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,6,9,3
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,1,4,4
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,0,9,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,6,7,7
n12_d50_s73,random_seed_expansion,random_fixed_density,12,73,1,9,8
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,4,6,7
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,6,11,8
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,4,11,3
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,6,9
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,2,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,5,11,2
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,3,10,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,5,10,4
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,8,1
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,3,9,8
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,7,9,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,2,10,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,4,7,7
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,1,7,4
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,7,11,1
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,2,7,7
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,8,10,9
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,1,8,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,7,10,4
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,1,2,2
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,2,5,6
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,9,11,6
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,3,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,3,4,9
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,1,5,8
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,4,8
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,3,8,3
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,1,3,1
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,7,6
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,2,3,5
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,0,10,7
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,2,4,4
n12_d50_s101,random_seed_expansion,random_fixed_density,12,101,7,8,8
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,1,4,6
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,0,3,2
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,1,7,8
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,7,9,1
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,3,11,4
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,2,4,3
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,2,9,8
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,6,11,5
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,5,9,9
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,3,9,2
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,3,10,6
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,9,10,3
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,5,6,2
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,10,11,1
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,7,8,1
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,0,9,4
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,0,5,6
n12_d50_s211,random_seed_expansion,random_fixed_density,12,211,5,10,3
